Id;ProductName;CategoryId;CategoryName;AveragePrice
3593;Pieczywo REG 32;12;Pieczywo;3.12
3594;Kanapki długoterminowe 18;3;Szybkie przekąski;3.20
3596;Gumy stiki 74;15;Słodycze;2.90
3597;Przyprawy sypkie mix 347;2;Artykuły spożywcze;2.29
3598;Chrupki, prażynki małe do 50 g 26;16;Słone przekąski;0.99
3599;Niespożywcze REG 42;5;Niespożywcze;3.40
3600;Pierogi 127;10;Dania gotowe;5.94
3602;Sałatki rybne chłodzone 33;17;Spożywka świeża;2.59
3605;Soki przecierowe do 0,5 L 65;11;Napoje;5.32
3606;Przekąski za 2 zł 80;16;Słone przekąski;2.00
3607;Pierogi 14;10;Dania gotowe;4.49
3608;Draże impulsowe 293;15;Słodycze;4.46
3609;Hot-dog 51;6;Żabka Cafe;2.98
3610;Dania mięsne pieczone, duszone i grillow 21;10;Dania gotowe;6.65
3611;Herbatki, soki dla dzieci 94;5;Niespożywcze;1.99
3613;Skarpety, tekstylia męskie 21;5;Niespożywcze;3.20
3614;Pozostałe sezonowe 177;5;Niespożywcze;5.99
3615;Czekolady małe 96;15;Słodycze;10.32
3616;Warzywa, owoce, rośliny REG 180;18;Warzywa & Owoce & Rośliny;7.97
3617;Soki i nektary powyżej 0,5 L 186;11;Napoje;5.49
3618;Zabawki dla dzieci 635;5;Niespożywcze;4.79
3619;Kefir 103;17;Spożywka świeża;1.99
3620;Makrela 94;2;Artykuły spożywcze;5.89
3622;Makarony 75;2;Artykuły spożywcze;3.83
3624;Parówki 85;17;Spożywka świeża;3.13
3625;Chrupki, prażynki duże powyżej 101 g 46;16;Słone przekąski;3.85
3627;Kiełbasy świeże luz 71;17;Spożywka świeża;27.13
3629;Parówki 13;17;Spożywka świeża;7.99
3631;Dania gotowe mączne 80;10;Dania gotowe;8.13
3633;Paluszki, precelki 37;16;Słone przekąski;1.79
3634;Grill 33;5;Niespożywcze;2.23
3635;Wino białe półsłodkie 41;20;Wino;14.28
3636;Wafle ryżowe 69;2;Artykuły spożywcze;2.75
3637;Bombonierki 189;15;Słodycze;14.24
3639;Sery twarogowe 381;17;Spożywka świeża;3.45
3640;Napoje niegazowane do 0,5 L 322;11;Napoje;2.91
3641;Żabka Cafe, Freshcafe REG 78;6;Żabka Cafe;1.19
3642;Piwo bezalkoholowe butelka 24;13;Piwo;3.12
3644;Bakalie 304;2;Artykuły spożywcze;5.58
3646;Olej 195;2;Artykuły spożywcze;10.74
3647;Dropsy impulsowe 150;15;Słodycze;4.95
3650;Patyczki, płatki higieniczne 42;5;Niespożywcze;1.99
3651;Kiełbasy suche i świeże 262;17;Spożywka świeża;5.51
3653;Mąki, skrobia ziemniaczana 36;2;Artykuły spożywcze;1.99
3654;Pozostałe pieczywo świeże 612;12;Pieczywo;1.98
3656;Warzywa, owoce, rośliny REG 29;18;Warzywa & Owoce & Rośliny;6.27
3657;Wino czerwone półwytrawne 50;20;Wino;14.26
3658;Kiełbasy suche i wędzone luz 225;17;Spożywka świeża;20.44
3659;Rogale impulsowe 15;15;Słodycze;1.89
3660;Wódki czyste ekonomiczne do 0,5 L 8;1;Alkohol;20.22
3661;Dżemy, konfitury 328;2;Artykuły spożywcze;7.66
3662;Sałatki makaronowo-ryżowe 30;3;Szybkie przekąski;5.32
3663;Zupy mrożone 76;4;Mrożonki;4.99
3665;Woda gazowana smakowa do 1 L 10;11;Napoje;2.49
3666;Ciastka nieczekoladowe 156;15;Słodycze;3.76
3667;Majonezy 10;2;Artykuły spożywcze;6.90
3668;Wódki gatunkowe ekonomiczne do 0,2 L 1;1;Alkohol;8.33
3669;Cukierki miękkie 71;15;Słodycze;4.86
3670;Czekolada, kawa zbożowa, kakao 23;2;Artykuły spożywcze;3.96
3671;Pozostałe desery mleczne 154;17;Spożywka świeża;1.99
3672;Chrupki, prażynki średnie 51-100 g 139;16;Słone przekąski;1.47
3673;Sery białe kanapkowe 100;17;Spożywka świeża;2.49
3674;Piwo jasne premium puszka 9;13;Piwo;3.60
3675;Artykuły do żywności 34;5;Niespożywcze;6.96
3677;Chipsy małe do 50g 44;16;Słone przekąski;2.99
3678;Batony impulsowe 467;15;Słodycze;2.13
3679;Miody 137;2;Artykuły spożywcze;11.37
3680;Kabanosy 73;17;Spożywka świeża;6.72
3681;Warzywa, owoce, rośliny REG 288;18;Warzywa & Owoce & Rośliny;9.51
3682;Granulowana 14;2;Artykuły spożywcze;1.99
3684;Przetwory z warzyw 1073;2;Artykuły spożywcze;8.51
3685;Kanapki długoterminowe 11;3;Szybkie przekąski;7.90
3686;Jogurty pitne 237;17;Spożywka świeża;2.78
3687;Nabiał REG 10;17;Spożywka świeża;2.92
3688;Sery twarogowe 402;17;Spożywka świeża;3.36
3689;Smalec 62;17;Spożywka świeża;1.99
3690;Bombonierki 304;15;Słodycze;11.34
3691;Batony impulsowe 496;15;Słodycze;1.45
3692;Kawa z kawomatu 11;6;Żabka Cafe;2.49
3694;Mięso, wędliny, garmażerka REG 162;17;Spożywka świeża;19.23
3695;Zupy chińskie 33;2;Artykuły spożywcze;2.33
3697;Napój winopodobny 52;20;Wino;5.69
3698;Zioła 79;18;Warzywa & Owoce & Rośliny;3.94
3699;Żelki, żujki, pianki 134;15;Słodycze;4.15
3700;Wódki gatunkowe mainstream do 0,1 L 67;1;Alkohol;6.24
3701;Żabka Cafe, Freshcafe REG 101;6;Żabka Cafe;7.41
3702;Piwo jasne premium puszka 14;13;Piwo;16.66
3703;Książki 98;5;Niespożywcze;20.76
3704;Kanapki długoterminowe 8;3;Szybkie przekąski;7.15
3705;Dania gotowe warzywno-mięsne 165;2;Artykuły spożywcze;4.99
3706;Napoje niegazowane do 0,5 L 367;11;Napoje;1.95
3707;Napoje gazowane flavoured powyżej 1,4 L 83;11;Napoje;5.62
3708;Piwo radler butelka 1;13;Piwo;2.97
3710;Wino białe półwytrawne 41;20;Wino;15.86
3712;Wódki gatunkowe mainstream do 0,2 L 13;1;Alkohol;10.29
3713;Batony impulsowe 215;15;Słodycze;3.99
3714;Wędliny blokowe luz 4;17;Spożywka świeża;17.78
3715;Pozostałe desery mleczne 152;17;Spożywka świeża;2.99
3716;Lody na patyku 209;21;Lody;5.32
3717;Mleczka, proszki do czyszczenia 29;5;Niespożywcze;8.17
3718;Batony impulsowe 500;15;Słodycze;4.44
3719;Chrupki, prażynki średnie 51-100 g 51;16;Słone przekąski;1.65
3720;Warzywa, owoce, rośliny REG 47;18;Warzywa & Owoce & Rośliny;9.90
3721;Pierniki 66;15;Słodycze;3.98
3722;Soki świeże REG 14;3;Szybkie przekąski;3.38
3723;Piwo specjalne butelka 159;13;Piwo;3.94
3724;Makrela 102;2;Artykuły spożywcze;4.82
3726;Dżemy, konfitury 111;2;Artykuły spożywcze;5.65
3727;Bułka zwykła odpiekana 62;12;Pieczywo;4.99
3728;Dżemy, konfitury 64;2;Artykuły spożywcze;7.56
3729;Dania gotowe mączne 102;10;Dania gotowe;6.92
3730;Chipsy duże powyżej 101g 216;16;Słone przekąski;3.92
3731;Zapiekanka 32;6;Żabka Cafe;3.99
3732;Mięso wołowe luz 45;17;Spożywka świeża;11.10
3733;Piwo mocne butelka 17;13;Piwo;2.99
3734;Bombonierki 291;15;Słodycze;9.49
3736;Batony impulsowe 390;15;Słodycze;0.99
3737;Napoje mleczne 52;17;Spożywka świeża;4.47
3738;Wino białe wytrawne 135;20;Wino;19.24
3739;Pasty do zębów 182;5;Niespożywcze;9.99
3740;Czekolady małe 198;15;Słodycze;2.95
3741;Pozostałe desery mleczne 46;17;Spożywka świeża;1.59
3742;Napoje niegazowane do 0,5 L 325;11;Napoje;5.22
3743;Ketchupy 173;2;Artykuły spożywcze;1.31
3746;Napoje witaminowe 22;11;Napoje;1.99
3748;Pieczywo REG 24;12;Pieczywo;3.84
3749;Zupy chińskie 210;2;Artykuły spożywcze;2.48
3750;Hot-dog 68;6;Żabka Cafe;2.94
3751;Serek 4;17;Spożywka świeża;3.67
3752;Batony impulsowe 505;15;Słodycze;1.67
3753;Parówki luz 3;17;Spożywka świeża;6.50
3754;Pizza mrożona 154;4;Mrożonki;11.23
3756;Czekolady małe 155;15;Słodycze;3.72
3757;Bombonierki 307;15;Słodycze;13.94
3759;Pozostałe napoje z kawomatu 14;6;Żabka Cafe;2.62
3760;Letnie kosmetyki 94;5;Niespożywcze;19.99
3761;Bombonierki 292;15;Słodycze;16.00
3762;Jogurty pitne 38;17;Spożywka świeża;1.99
3763;Woda gazowana do 1 L 40;11;Napoje;1.79
3764;Szprot 2;2;Artykuły spożywcze;3.47
3765;Makarony 626;2;Artykuły spożywcze;4.80
3766;Woda niegazowana smakowa powyżej 1 L 55;11;Napoje;3.02
3768;Żelki, żujki, pianki 148;15;Słodycze;4.02
3771;Pasztety 148;2;Artykuły spożywcze;6.99
3772;Wielkanoc 1;5;Niespożywcze;3.49
3773;Dania mrożone rybne 18;4;Mrożonki;8.08
3774;Wino różowe półwytrawne 8;20;Wino;16.08
3775;Likiery i kremy 34;1;Alkohol;67.75
3776;Wódki gatunkowe mainstream do 0,1 L 71;1;Alkohol;5.13
3777;Ciastka czekoladowe 74;15;Słodycze;3.94
3778;Żelki, żujki, pianki 162;15;Słodycze;4.28
3779;Warzywa inne 293;18;Warzywa & Owoce & Rośliny;4.09
3780;Napoje gazowane typu cola powyżej 1,4 L 68;11;Napoje;2.98
3781;Mięso, wędliny, garmażerka REG 191;17;Spożywka świeża;24.47
3782;Dropsy impulsowe 40;15;Słodycze;2.68
3783;Pieczywo REG 29;12;Pieczywo;3.85
3784;Szynka, polędwica, schab luz 1103;17;Spożywka świeża;21.07
3785;Przetwory z warzyw 1076;2;Artykuły spożywcze;4.98
3786;Karma dla psa sucha przekąski 23;5;Niespożywcze;5.76
3787;Chipsy małe do 50g 42;16;Słone przekąski;1.28
3788;Sery pleśniowe 48;17;Spożywka świeża;3.27
3789;Żabka Cafe, Freshcafe REG 74;6;Żabka Cafe;21.50
3790;Cukierki twarde 5;15;Słodycze;3.87
3791;Plastry 39;17;Spożywka świeża;6.69
3792;Nabiał REG 114;17;Spożywka świeża;5.43
3793;Niespożywcze REG 57;5;Niespożywcze;3.84
3794;Żabka Cafe, Freshcafe REG 130;6;Żabka Cafe;14.57
3795;Soki świeże 61;3;Szybkie przekąski;3.09
3796;Budynie 31;2;Artykuły spożywcze;1.36
3797;Ryże 7;2;Artykuły spożywcze;3.95
3798;Paluszki, precelki 36;16;Słone przekąski;2.99
3799;Przekąski orzechowe 125;16;Słone przekąski;6.78
3801;Lody na patyku 219;21;Lody;2.46
3802;Dania gotowe REG 30;10;Dania gotowe;7.50
3803;Kanapki długoterminowe 10;3;Szybkie przekąski;7.23
3804;Herbata mrożona do 1 L 82;11;Napoje;3.30
3805;Sery żółte luz 323;17;Spożywka świeża;26.22
3806;Salami luz 2;17;Spożywka świeża;18.99
3807;Herbata mrożona do 1 L 73;11;Napoje;1.98
3808;Piwo jasne mainstream puszka 30;13;Piwo;12.22
3809;Pizza mrożona 159;4;Mrożonki;6.84
3810;Batony impulsowe 75;15;Słodycze;2.23
3811;Piwo jasne premium puszka 15;13;Piwo;3.69
3812;Śledź, przetwory 154;17;Spożywka świeża;11.66
3813;Karma dla psa sucha przekąski 4;5;Niespożywcze;3.89
3814;Płatki 10;2;Artykuły spożywcze;5.95
3815;Chipsy duże powyżej 101g 23;16;Słone przekąski;6.25
3816;Pizza mrożona 10;4;Mrożonki;1.55
3817;Herbata owocowa ekspresowa 8;2;Artykuły spożywcze;5.13
3818;Pasztety 19;2;Artykuły spożywcze;2.69
3819;Lody na patyku 3;21;Lody;4.99
3820;Książki dla dzieci, kolorowanki 139;5;Niespożywcze;7.99
3821;Napoje izotoniczne powyżej 0,5 L 44;11;Napoje;1.99
3822;Akcesoria do sprzątania 213;5;Niespożywcze;3.29
3823;Sałatki makaronowo-ryżowe 32;3;Szybkie przekąski;3.93
3824;Piwo bezalkoholowe puszka 5;13;Piwo;2.39
3825;Soki dlugoterminowe 20;3;Szybkie przekąski;2.96
3826;Burgery 8;6;Żabka Cafe;5.91
3827;Piwo smakowe butelka 84;13;Piwo;3.69
3828;Sosy do podgrzania 126;2;Artykuły spożywcze;4.12
3829;Dania gotowe REG 2;10;Dania gotowe;8.56
3830;Dania mięsne pieczone, duszone i grillow 19;10;Dania gotowe;5.01
3831;Napoje niegazowane do 0,5 L 381;11;Napoje;4.79
3833;Akcesoria party 131;5;Niespożywcze;3.45
3834;Żabka Cafe, Freshcafe REG 46;6;Żabka Cafe;11.90
3835;Żabka Cafe, Freshcafe REG 97;6;Żabka Cafe;2.63
3836;Piwo smakowe puszka 13;13;Piwo;4.20
3837;Ciasta świeże CL 32;6;Żabka Cafe;9.94
3838;Żabka Cafe, Freshcafe REG 41;6;Żabka Cafe;13.76
3839;Pozostałe wędliny luz 174;17;Spożywka świeża;1.07
3840;Bułka zwykła odpiekana 90;12;Pieczywo;0.79
3841;Piwo jasne mainstream puszka 56;13;Piwo;14.21
3842;Czekolady duże 92;15;Słodycze;9.99
3843;Mrożone warzywa 152;4;Mrożonki;4.99
3844;Pozostałe wędliny luz 158;17;Spożywka świeża;4.59
3846;Pozostałe przekąski 428;16;Słone przekąski;2.18
3847;Drinki alkoholowe do 4,5% 24;1;Alkohol;3.49
3848;Kanapki długoterminowe 100;3;Szybkie przekąski;5.99
3849;Woda gazowana powyżej 1 L 49;11;Napoje;2.64
3850;Karma dla psa mokra puszki 16;5;Niespożywcze;4.57
3851;Wino musujące alkoholowe 131;20;Wino;38.61
3852;Wafle familijne 142;15;Słodycze;2.62
3853;Wódki gatunkowe mainstream do 0,1 L 64;1;Alkohol;5.63
3854;Sałatki świeże lunchowe 22;3;Szybkie przekąski;3.53
3855;Żabka Cafe, Freshcafe REG 38;6;Żabka Cafe;5.68
3856;Przetwory z warzyw 960;2;Artykuły spożywcze;3.29
3857;Chusteczki higieniczne 40;5;Niespożywcze;3.99
3858;Fast food paczkowany 34;10;Dania gotowe;8.54
3859;Wódki gatunkowe ekonomiczne do 0,1 L 6;1;Alkohol;4.49
3860;Zabawki dla dzieci 622;5;Niespożywcze;8.99
3861;Zupy chińskie 82;2;Artykuły spożywcze;1.35
3862;Czekolady małe 62;15;Słodycze;4.18
3863;Woda niegazowana smakowa powyżej 1 L 59;11;Napoje;2.99
3864;Mięso, wędliny, garmażerka REG 117;17;Spożywka świeża;25.06
3865;Chleb zwykły długoterminowy 40;12;Pieczywo;3.12
3867;Pozostałe wędliny paczkowane 27;17;Spożywka świeża;4.79
3869;Mięso, wędliny, garmażerka REG 195;17;Spożywka świeża;34.06
3870;Soki świeże REG 13;3;Szybkie przekąski;4.41
3871;Jogurty pitne 215;17;Spożywka świeża;4.52
3872;Chleb gatunkowy długoterminowy 2;12;Pieczywo;3.49
3873;Piwo smakowe puszka 31;13;Piwo;2.27
3874;Dania gotowe zestawy 10;10;Dania gotowe;10.66
3875;Chipsy duże powyżej 101g 193;16;Słone przekąski;5.99
3876;Napoje niegazowane do 0,5 L 343;11;Napoje;2.38
3877;Pozostały fast food 35;10;Dania gotowe;3.86
3878;Pasty do zębów 26;5;Niespożywcze;13.99
3879;Mięso, wędliny, garmażerka REG 324;17;Spożywka świeża;7.38
3880;Wino czerwone wytrawne 301;20;Wino;19.58
3881;Batony impulsowe 490;15;Słodycze;1.98
3882;Soki i nektary do 0,5 L 219;11;Napoje;3.49
3883;Warzywa, owoce, rośliny REG 167;18;Warzywa & Owoce & Rośliny;4.68
3884;Książki 83;5;Niespożywcze;6.96
3885;Płatki 60;2;Artykuły spożywcze;6.02
3886;Lody na patyku 249;21;Lody;1.74
3887;Kabanosy 89;17;Spożywka świeża;5.75
3888;Batony impulsowe 67;15;Słodycze;11.48
3890;Parówki 72;17;Spożywka świeża;2.99
3891;Szampony 168;5;Niespożywcze;12.15
3893;Wódki czyste mainstream do 0,5 L 93;1;Alkohol;23.78
3894;Bombonierki 317;15;Słodycze;10.95
3895;Piwo jasne mainstream puszka 52;13;Piwo;2.79
3896;Draże impulsowe 286;15;Słodycze;2.42
3897;Woda niegazowana smakowa powyżej 1 L 3;11;Napoje;3.30
3898;Margaryna i mixy do smarowania 204;17;Spożywka świeża;2.87
3899;Napoje mleczne 13;17;Spożywka świeża;3.22
3900;Pierogi 136;10;Dania gotowe;6.33
3901;Pozostałe słodycze 71;15;Słodycze;0.40
3902;Przekąski za 2 zł 18;16;Słone przekąski;2.00
3903;Soki świeże REG 19;3;Szybkie przekąski;4.37
3904;Pasty do zębów 46;5;Niespożywcze;13.77
3905;Dania gotowe instant 90;2;Artykuły spożywcze;3.19
3907;Chipsy duże powyżej 101g 97;16;Słone przekąski;4.85
3908;Parówki 21;17;Spożywka świeża;4.89
3909;Wypieki regionalne REG 34;6;Żabka Cafe;3.16
3910;Bułka zwykła 86;12;Pieczywo;1.26
3911;Sałatki świeże lunchowe 23;3;Szybkie przekąski;3.93
3912;Wypieki regionalne REG 15;6;Żabka Cafe;11.47
3913;Pizza mrożona 141;4;Mrożonki;6.37
3915;Batony impulsowe 403;15;Słodycze;1.72
3916;Soki przecierowe powyżej 0,5 L 15;11;Napoje;3.67
3917;Wino czerwone półwytrawne 14;20;Wino;16.89
3918;Hot-dog 80;6;Żabka Cafe;2.86
3919;Soki świeże REG 40;3;Szybkie przekąski;4.02
3920;Żabka Cafe, Freshcafe REG 64;6;Żabka Cafe;8.15
3921;Sałatki mięsne 24;3;Szybkie przekąski;2.40
3922;Wypieki regionalne REG 13;6;Żabka Cafe;20.45
3923;Worki na śmieci 7;5;Niespożywcze;3.93
3924;Fixy 17;2;Artykuły spożywcze;3.66
3925;Ciastka czekoladowe 150;15;Słodycze;0.75
3926;Lody na patyku 237;21;Lody;1.49
3927;Kawa rozpuszczalna 101-200 g 17;2;Artykuły spożywcze;32.18
3928;Wódki gatunkowe mainstream do 0,5 L 2;1;Alkohol;24.25
3929;Wino czerwone półsłodkie 11;20;Wino;19.15
3930;Zapiekanka mrożona 13;4;Mrożonki;2.99
3933;Ciastka nieczekoladowe 273;15;Słodycze;21.24
3934;Desery dla dzieci 63;5;Niespożywcze;3.74
3935;Żelki, żujki, pianki 135;15;Słodycze;2.99
3937;Napoje energetyczne do 0,4 L 85;11;Napoje;2.85
3938;Batony impulsowe 488;15;Słodycze;1.65
3939;Cukier, słodziki 90;2;Artykuły spożywcze;3.09
3940;Sery pleśniowe 1;17;Spożywka świeża;4.00
3941;Książki dla dzieci, kolorowanki 24;5;Niespożywcze;3.99
3942;Zapiekanka mrożona 20;4;Mrożonki;3.17
3943;Nuggetsy, polędwiczki 10;4;Mrożonki;7.67
3945;Liściasta 11;2;Artykuły spożywcze;5.62
3946;Dania gotowe REG 91;10;Dania gotowe;11.99
3947;Napoje izotoniczne powyżej 0,5 L 63;11;Napoje;1.99
3948;Musztardy 184;2;Artykuły spożywcze;3.25
3950;Konserwy mięsne 1076;2;Artykuły spożywcze;4.05
3951;Napoje gazowane flavoured powyżej 1,4 L 52;11;Napoje;0.75
3953;Chleb odpiekany 9;12;Pieczywo;2.93
3954;Kawa mielona 101-250 g 117;2;Artykuły spożywcze;13.27
3955;Przekąski za 2 zł 54;16;Słone przekąski;1.99
3957;Kawa z kawomatu 123;6;Żabka Cafe;4.98
3959;Przetwory z warzyw 959;2;Artykuły spożywcze;3.29
3961;Warzywa, owoce, rośliny REG 42;18;Warzywa & Owoce & Rośliny;1.70
3963;Kiełbasy suche i świeże 96;17;Spożywka świeża;5.99
3964;Przekąski za 2 zł 67;16;Słone przekąski;1.66
3965;Sery białe ziarniste 13;17;Spożywka świeża;2.46
3966;Mięso, wędliny, garmażerka REG 100;17;Spożywka świeża;29.57
3967;Przyprawy sypkie mono 47;2;Artykuły spożywcze;1.72
3968;Wielkanoc 55;5;Niespożywcze;14.78
3969;Paluszki, precelki 69;16;Słone przekąski;3.99
3970;Ciasta świeże CL 45;6;Żabka Cafe;5.72
3971;Letnie kosmetyki 70;5;Niespożywcze;17.99
3972;Przyprawy sypkie mix 49;2;Artykuły spożywcze;1.77
3973;Chipsy duże powyżej 101g 200;16;Słone przekąski;3.27
3974;Boczek luz 39;17;Spożywka świeża;4.03
3975;Warzywa, owoce, rośliny REG 285;18;Warzywa & Owoce & Rośliny;5.31
3976;Bombonierki 142;15;Słodycze;7.73
3977;Woda gazowana do 1 L 12;11;Napoje;1.59
3978;Herbata owocowa ekspresowa 9;2;Artykuły spożywcze;4.88
3979;Napoje energetyczne do 0,4 L 82;11;Napoje;2.54
3980;Dodatki do ciast i deserów 20;2;Artykuły spożywcze;1.99
3981;Herbata czarna ekspresowa 193;2;Artykuły spożywcze;7.44
3984;Pozostałe przekąski 31;16;Słone przekąski;2.70
3985;Herbata czarna ekspresowa 129;2;Artykuły spożywcze;8.62
3986;Tuńczyk 18;2;Artykuły spożywcze;8.59
3987;Tradycyjne zestawy obiadowe 57;10;Dania gotowe;6.42
3989;Napoje witaminowe 28;11;Napoje;2.08
3990;Chusteczki dla dzieci 43;5;Niespożywcze;6.99
3991;Zupy instant 3;2;Artykuły spożywcze;1.63
3992;Pudding 90;17;Spożywka świeża;2.72
3993;Nabiał REG 168;17;Spożywka świeża;3.14
3995;Dania mięsne pieczone, duszone i grillow 23;10;Dania gotowe;6.71
3996;Makarony 158;2;Artykuły spożywcze;3.42
3997;Dania gotowe instant 91;2;Artykuły spożywcze;4.33
3998;Masło 103;17;Spożywka świeża;6.45
3999;Wielkanoc 50;5;Niespożywcze;4.85
4000;Draże impulsowe 303;15;Słodycze;5.99
4001;Serek 237;17;Spożywka świeża;1.56
4002;Letnie kosmetyki 93;5;Niespożywcze;15.99
4003;Sery żółte plastry 92;17;Spożywka świeża;3.99
4004;Wino czerwone wytrawne 121;20;Wino;21.34
4005;Wermut 13;20;Wino;20.41
4006;Lody w kubeczku 15;21;Lody;3.49
4008;Cukierki miękkie 19;15;Słodycze;6.04
4009;Płatki i otręby owsiane 56;2;Artykuły spożywcze;2.95
4010;Środki do zmywarki 3;5;Niespożywcze;10.99
4011;Pozostałe desery mleczne 182;17;Spożywka świeża;1.81
4013;Cukierki miękkie 54;15;Słodycze;11.76
4014;Antipasti 12;3;Szybkie przekąski;3.98
4015;Pozostałe sery 1;17;Spożywka świeża;3.92
4016;Żelki, żujki, pianki 12;15;Słodycze;4.10
4017;Książki dla dzieci, kolorowanki 88;5;Niespożywcze;7.50
4018;Popcorn 17;16;Słone przekąski;2.01
4019;Syropy 44;11;Napoje;6.29
4020;Przyprawy sypkie mix 85;2;Artykuły spożywcze;1.65
4021;Lody do 500ml 215;21;Lody;24.99
4023;Likiery i kremy 41;1;Alkohol;66.16
4024;Kabanosy 71;17;Spożywka świeża;8.99
4025;Jogurty pitne 201;17;Spożywka świeża;2.49
4027;Żarówki 48;5;Niespożywcze;10.49
4028;Batony impulsowe 426;15;Słodycze;3.99
4029;Chipsy duże powyżej 101g 222;16;Słone przekąski;4.93
4030;Pieczywo chrupkie 21;2;Artykuły spożywcze;2.82
4031;Jogurty pitne 3;17;Spożywka świeża;1.89
4032;Karma dla kota przekąski 10;5;Niespożywcze;5.13
4034;Draże impulsowe 270;15;Słodycze;2.32
4036;Makarony 605;2;Artykuły spożywcze;2.69
4037;Warzywa inne 116;18;Warzywa & Owoce & Rośliny;6.99
4038;Piwo specjalne butelka 102;13;Piwo;3.35
4039;Piwo jasne mainstream puszka 59;13;Piwo;9.92
4040;Pozostałe sezonowe 212;5;Niespożywcze;3.99
4041;Czekolady małe 12;15;Słodycze;3.72
4042;Podpaski, tampony, wkładki 20;5;Niespożywcze;3.99
4043;Majonezy 4;2;Artykuły spożywcze;5.30
4044;Sery żółte luz 372;17;Spożywka świeża;20.47
4045;Sery białe kanapkowe 101;17;Spożywka świeża;2.79
4046;Żelki, żujki, pianki 7;15;Słodycze;3.02
4047;Żabka Cafe, Freshcafe REG 35;6;Żabka Cafe;6.72
4048;Piwo smakowe butelka 37;13;Piwo;3.99
4049;Zabawki sezonowe 14;5;Niespożywcze;22.99
4050;Rum 34;1;Alkohol;72.05
4051;Napoje gazowane typu cola do 0,6 L 78;11;Napoje;2.52
4052;Zupy na ciepło 20;10;Dania gotowe;5.23
4053;Soki i nektary powyżej 0,5 L 182;11;Napoje;2.47
4054;Pozostałe jogurty 1;17;Spożywka świeża;1.97
4055;Surówki REG 58;3;Szybkie przekąski;5.56
4056;Wino różowe słodkie 3;20;Wino;20.73
4057;Hot-dog 94;6;Żabka Cafe;4.95
4058;Musztardy 198;2;Artykuły spożywcze;2.92
4060;Ciastka nieczekoladowe 260;15;Słodycze;3.28
4061;Pozostałe mrożonki ziemniaczane 20;4;Mrożonki;6.49
4062;Woda niegazowana smakowa do 1 L 39;11;Napoje;1.85
4063;Soki i nektary do 0,5 L 118;11;Napoje;2.36
4064;Kanapki świeże REG 53;3;Szybkie przekąski;6.28
4065;Chrzany 5;2;Artykuły spożywcze;2.87
4066;Kiełbasy świeże luz 246;17;Spożywka świeża;10.77
4067;Mięso drobiowe luz 44;17;Spożywka świeża;3.55
4069;Napój winopodobny 50;20;Wino;5.72
4070;Surówki REG 1;3;Szybkie przekąski;5.77
4071;Dania gotowe mięsne 83;10;Dania gotowe;5.85
4072;Art. Spożywcze REG 8;2;Artykuły spożywcze;1.56
4073;Produkty długoterminowe pakowane 17;6;Żabka Cafe;1.32
4074;Dropsy impulsowe 9;15;Słodycze;3.13
4075;Owsianki instant 3;2;Artykuły spożywcze;1.95
4076;Dania dla dzieci 8;5;Niespożywcze;6.45
4077;Bułka zwykła odpiekana 89;12;Pieczywo;0.88
4078;Frytki mrożone 38;4;Mrożonki;6.88
4079;Cukierki, praliny 38;15;Słodycze;8.31
4080;Wódki czyste ekonomiczne do 0,75 L 1;1;Alkohol;29.99
4081;Whisky do 0,75 L 38;1;Alkohol;34.99
4082;Kabanosy 28;17;Spożywka świeża;7.80
4083;Ciastka nieczekoladowe 234;15;Słodycze;4.49
4084;Chipsy duże powyżej 101g 126;16;Słone przekąski;5.30
4085;Piwo REG 8;13;Piwo;3.75
4086;Soki i nektary do 0,5 L 27;11;Napoje;2.99
4087;Ciastka czekoladowe 152;15;Słodycze;8.15
4088;Sery żółte luz 327;17;Spożywka świeża;23.61
4091;Wódki gatunkowe mainstream do 0,1 L 74;1;Alkohol;6.82
4092;Pierogi mrożone 91;4;Mrożonki;6.99
4093;Śledź, przetwory 216;17;Spożywka świeża;2.23
4094;Pozostałe płatki 33;2;Artykuły spożywcze;2.27
4096;Produkty długoterminowe pakowane 4;6;Żabka Cafe;1.91
4097;Fixy 201;2;Artykuły spożywcze;2.58
4098;Draże impulsowe 90;15;Słodycze;1.17
4099;Kefir 24;17;Spożywka świeża;2.79
4100;Żabka Cafe, Freshcafe REG 94;6;Żabka Cafe;1.29
4101;Dania gotowe REG 112;10;Dania gotowe;12.50
4102;Przekąski orzechowe 138;16;Słone przekąski;7.02
4103;Mleko UHT 64;17;Spożywka świeża;2.78
4104;Artykuły szkolno-biurowe 548;5;Niespożywcze;1.87
4105;Szynka, polędwica, schab luz 190;17;Spożywka świeża;6.61
4106;Cydr powyżej 0,5 L 3;20;Wino;5.99
4107;Pieczywo REG 88;12;Pieczywo;3.68
4108;Woda niegazowana powyżej 1 L 69;11;Napoje;3.98
4109;Chrupki, prażynki średnie 51-100 g 130;16;Słone przekąski;2.49
4110;Draże impulsowe 98;15;Słodycze;4.14
4111;Książki 55;5;Niespożywcze;5.82
4112;Przekąski orzechowe 137;16;Słone przekąski;3.49
4114;Serek 220;17;Spożywka świeża;1.56
4115;Soki i nektary do 0,5 L 46;11;Napoje;1.49
4116;Napoje niegazowane powyżej 0,5 L 81;11;Napoje;4.61
4117;Karma dla kota mokra puszki 28;5;Niespożywcze;3.59
